0.0020596,-0.00096584,0.003180873,0.00221157,-0.001831713,-0.015530862,-0.002163441,0.004265788,0.010902928
-0.000263308,-0.000416347,0.001808216,-0.000266318,-0.000407478,-0.000123603,0.000468561,-0.000493223,-0.000469016
0.003148272,0.006711095,0.00333354,0.003936108,0.005981533,-0.000131218,-0.006700279,0.003958086,0.003849289
8.52E-05,0.009213006,-0.009176693,-0.011125649,-0.007226335,-0.000117422,0.046643362,0.018660346,0.004646332
-0.00371461,0.006046581,-0.000829136,-0.003684385,-0.003929891,-0.002196406,0.024837514,0.00690985,0.003765846
0.045587053,-0.020450498,-0.054657418,-0.045975591,-0.081940978,0.030698833,0.092671556,-0.104722418,-0.035518649
0.157129653,0.062117446,0.065104993,0.025500607,0.088191957,0.070099807,-0.085189014,0.033651458,0.072541243
-0.003494479,-0.010970458,-0.010377934,-0.008769095,-0.019251984,-0.01175504,0.018744356,-0.007762819,-0.017524456
0.00017606,5.89E-05,0.000269812,0.000236628,0.00034276,0.000162274,-0.000687237,0.002511795,0.000112731
-0.020750279,-0.008492411,-0.005265468,-0.003641851,-0.017395382,-0.001241577,0.017652028,-0.022004768,-0.008019799
-0.003522369,-0.002991918,-0.004215798,-0.002478725,-0.005509237,-0.001154036,0.005408762,-0.004976187,0.003940082
0.221238929,-0.021794874,0.01827464,0.072845807,0.271131648,1.04129124,-0.111524805,0.358879205,0.237483226
0.000211029,-0.0006925,0.000244644,0.011420485,0.001572525,0.000357921,-0.001711637,0.001032393,0.00026629
-0.001871941,-0.000683709,-0.000654794,0.006208123,-0.001139504,-0.001210679,-4.85E-05,-0.000926328,-0.001192723
-0.000253895,-8.13E-06,-0.000317671,-0.000187339,-0.000435039,-0.00012479,0.000345752,-0.000385756,-0.00029655
0.005288298,0.000566714,0.007900992,-0.000803042,-0.002265409,0.019497831,-0.006909639,-6.64E-05,0.001851218
0.000249535,0.000464073,0.000111441,-2.93E-06,0.000261817,0.000119964,-0.000367885,0.000123922,5.31E-05
0.911226226,0.431112493,2.541121862,0.637449134,1.530280064,0.286667009,-1.902684409,1.13462121,0.685761984
0.040042117,0.290210249,0.144195142,0.080886755,0.069711495,0.046194675,-1.245712857,0.44182637,0.287248227
-0.111860236,-0.072989393,-0.097617653,-0.011731278,0.556166018,-0.057023161,0.157229337,-0.115956324,-0.079225004
0.09379365,0.1150881,0.158085144,0.064122242,1.417557508,0.075586565,-0.220116453,0.011961649,0.108037302
